country_code,region_name,iata,icao,airport,latitude,longitude
FR,Normandie,CFR,LFRK,Caen - Carpiquet Airport,49.1733,-0.45
FR,Normandie,DOL,LFRG,Deauville - Saint-Gatien Airport,49.3653,0.154306
FR,Normandie,DPE,LFAB,Dieppe - Saint-Aubin Airport,49.8825,1.08528
FR,Normandie,EVX,LFOE,Evreux-Fauville Air Base,49.0287,1.21986
FR,Normandie,GFR,LFRF,Granville-Mont-Saint-Michel Aerodrome (fr),48.8831,-1.56417
FR,Normandie,LEH,LFOH,Le Havre - Octeville Airport,49.5339,0.088056
FR,Normandie,URO,LFOP,Rouen Airport,49.3842,1.1748
FR,Nouvelle-Aquitaine,AGF,LFBA,Agen La Garenne Airport,44.1747,0.590556
FR,Nouvelle-Aquitaine,ANG,LFBU,Angouleme - Cognac International Airport,45.7292,0.221456
FR,Nouvelle-Aquitaine,BIQ,LFBZ,Biarritz Pays Basque Airport,43.4683,-1.53111
FR,Nouvelle-Aquitaine,BOD,LFBD,Bordeaux-Merignac Airport,44.8283,-0.715556
FR,Nouvelle-Aquitaine,BVE,LFSL,Brive-Souillac Airport,45.0397,1.48556
FR,Nouvelle-Aquitaine,CNG,LFBG,Cognac - Chateaubernard Air Base,45.6583,-0.3175
FR,Nouvelle-Aquitaine,EGC,LFBE,Bergerac Dordogne Perigord Airport,44.8253,0.518611
FR,Nouvelle-Aquitaine,LIG,LFBL,Limoges - Bellegarde Airport,45.8628,1.17944
FR,Nouvelle-Aquitaine,LRH,LFBH,La Rochelle - Ile de Re Airport,46.1792,-1.19528
FR,Nouvelle-Aquitaine,NIT,LFBN,Niort - Souche Airport,46.3135,-0.394529
FR,Nouvelle-Aquitaine,PGX,LFBX,Perigueux Bassillac Airport,45.1981,0.815556
FR,Nouvelle-Aquitaine,PIS,LFBI,Poitiers-Biard Airport,46.5877,0.306666
FR,Nouvelle-Aquitaine,PUF,LFBP,Pau Pyrenees Airport,43.38,-0.418611
FR,Nouvelle-Aquitaine,RCO,LFDN,Rochefort - Saint-Agnant Airport,45.8878,-0.983056
FR,Nouvelle-Aquitaine,RYN,LFCY,Royan - Medis Aerodrome,45.6281,-0.9725
FR,Occitanie,BZR,LFMU,Beziers Cap d'Agde Airport,43.3235,3.3539
FR,Occitanie,CCF,LFMK,Carcassonne Airport,43.216,2.30632
FR,Occitanie,DCM,LFCK,Castres-Mazamet Airport,43.5563,2.28918
FR,Occitanie,FNI,LFTW,Nimes-Ales-Camargue-Cevennes Airport (Garons Airport),43.7574,4.41635
FR,Occitanie,LBI,LFCI,Le Sequestre Airport,43.9139,2.11306
FR,Occitanie,LDE,LFBT,Tarbes-Lourdes-Pyrenees Airport,43.1787,-0.006439
FR,Occitanie,MEN,LFNB,Brenoux Airport,44.5021,3.53282
FR,Occitanie,MPL,LFMT,Montpellier-Mediterranee Airport (Frejorgues Airport),43.5762,3.96301
FR,Occitanie,PGF,LFMP,Perpignan-Rivesaltes Airport,42.7404,2.87067
FR,Occitanie,RDZ,LFCR,Rodez-Marcillac Airport,44.4079,2.48267
FR,Occitanie,TLS,LFBO,Toulouse-Blagnac Airport,43.6291,1.36382
FR,Occitanie,ZAO,LFCC,Cahors - Lalbenque Airport,44.3514,1.47528
FR,Pays-de-la-Loire,ANE,LFJR,Angers - Loire Airport,47.5603,-0.312222
FR,Pays-de-la-Loire,CET,LFOU,Cholet Le Pontreau Airport,47.0821,-0.877064
FR,Pays-de-la-Loire,EDM,LFRI,La Roche-sur-Yon Aerodrome,46.7019,-1.37863
FR,Pays-de-la-Loire,IDY,LFEY,Ile d'Yeu Aerodrome,46.7186,-2.39111
FR,Pays-de-la-Loire,LBY,LFRE,La Baule-Escoublac Airport,47.2894,-2.34639
FR,Pays-de-la-Loire,LME,LFRM,Le Mans Arnage Airport,47.9486,0.201667
FR,Pays-de-la-Loire,LSO,LFOO,Les Sables-d'Olonne - Talmont Airport,46.4769,-1.72278
FR,Pays-de-la-Loire,LVA,LFOV,Laval Entrammes Airport,48.0314,-0.742986
FR,Pays-de-la-Loire,NTE,LFRS,Nantes Atlantique Airport,47.1532,-1.61073
FR,Pays-de-la-Loire,SNR,LFRZ,Saint-Nazaire Montoir Airport,47.3106,-2.15667
FR,Provence-Alpes-Cote-d'Azur,AVN,LFMV,Avignon - Provence Airport,43.9073,4.90183
FR,Provence-Alpes-Cote-d'Azur,BAE,LFMR,Barcelonnette - Saint-Pons Airport,44.3872,6.60919
FR,Provence-Alpes-Cote-d'Azur,CEQ,LFMD,Cannes - Mandelieu Airport,43.542,6.95348
FR,Provence-Alpes-Cote-d'Azur,CTT,LFMQ,Le Castellet Airport,43.2525,5.78519
FR,Provence-Alpes-Cote-d'Azur,GAT,LFNA,Gap-Tallard Airport,44.455,6.03778
FR,Provence-Alpes-Cote-d'Azur,LTT,LFTZ,La Mole - Saint-Tropez Airport,43.2054,6.482
FR,Provence-Alpes-Cote-d'Azur,MRS,LFML,Marseille Provence Airport,43.4393,5.22142
FR,Provence-Alpes-Cote-d'Azur,NCE,LFMN,Nice Cote d'Azur Airport,43.6584,7.21587
FR,Provence-Alpes-Cote-d'Azur,QIE,LFMI,Istres-Le Tubé Air Base,43.5244,4.94167
FR,Provence-Alpes-Cote-d'Azur,QXB,LFMA,Aix-en-Provence Aerodrome,43.5056,5.36778
FR,Provence-Alpes-Cote-d'Azur,SCP,LFNC,Mont-Dauphin - Saint-Crepin Airport,44.7017,6.60028
FR,Provence-Alpes-Cote-d'Azur,TLN,LFTH,Toulon-Hyeres Airport (Hyeres Le Palyvestre Airport),43.0973,6.14603
GB,Buckinghamshire,HYC,EGTB,Wycombe Air Park Airport,51.6117,-0.808333
GB,Devon,PLH,EGHD,Plymouth City Airport,50.4228,-4.10583
GB,England,BBP,EGHJ,Bembridge Airport,50.6781,-1.10944
GB,England,BBS,EGLK,Blackbushe Airport,51.3239,-0.8475
GB,England,BEQ,EGXH,RAF Honington,52.3426,0.772939
GB,England,BEX,EGUB,RAF Benson,51.6164,-1.09583
GB,England,BHX,EGBB,Birmingham Airport,52.4539,-1.74803
GB,England,BLK,EGNH,Blackpool Airport,53.7717,-3.02861
GB,England,BOH,EGHH,Bournemouth Airport,50.78,-1.8425
GB,England,BQH,EGKB,London Biggin Hill Airport,51.3308,0.0325
GB,England,BRS,EGGD,Bristol Airport,51.3827,-2.71909
GB,England,BWF,EGNL,Barrow/Walney Island Airport,54.1286,-3.2675
GB,England,BZZ,EGVN,RAF Brize Norton,51.75,-1.58362
GB,England,CAX,EGNC,Carlisle Lake District Airport,54.9375,-2.80917
GB,England,CBG,EGSC,Cambridge Airport,52.205,0.175
GB,England,CVT,EGBE,Coventry Airport,52.3697,-1.47972
GB,England,DSA,EGCN,Robin Hood Airport Doncaster Sheffield,53.4805,-1.01066
GB,England,EMA,EGNX,East Midlands Airport,52.8311,-1.32806
GB,England,EXT,EGTE,Exeter International Airport,50.7344,-3.41389
GB,England,FAB,EGLF,Farnborough Airport,51.2758,-0.776333
GB,England,FFD,EGVA,RAF Fairford,51.6822,-1.79003
GB,England,GBA,EGBP,Cotswold Airport,51.6681,-2.05694
GB,England,GLO,EGBJ,Gloucestershire Airport,51.8942,-2.16722
GB,England,HRT,EGXU,RAF Linton-on-Ouse,54.0489,-1.25275
GB,England,HUY,EGNJ,Humberside Airport,53.5744,-0.350833
GB,England,IOM,EGNS,Isle of Man Airport,54.0833,-4.62333
GB,England,ISC,EGHE,St Mary's Airport,49.9133,-6.29167
GB,England,KNF,EGYM,RAF Marham,52.6484,0.550692
GB,England,KRH,EGKR,Redhill Aerodrome,51.2136,-0.138611
GB,England,LBA,EGNM,Leeds Bradford Airport,53.8659,-1.66057
GB,England,LCY,EGLC,London City Airport,51.5053,0.055278
GB,England,LEQ,EGHC,Land's End Airport,50.1028,-5.67056
GB,England,LGW,EGKK,Gatwick Airport,51.1481,-0.190278
GB,England,LHB,EG74,Bruntingthorpe Aerodrome (Leicester Harboro'/Harbour Airport),52.4908,-1.1312
GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
GB,England,LKZ,EGUL,RAF Lakenheath,52.4093,0.561
GB,England,LPL,EGGP,Liverpool John Lennon Airport,53.3336,-2.84972
GB,England,LTN,EGGW,London Luton Airport,51.8747,-0.368333
GB,England,LYE,EGDL,RAF Lyneham,51.5051,-1.99343
GB,England,LYX,EGMD,Lydd Airport (London Ashford Airport),50.9561,0.939167
GB,England,MAN,EGCC,Manchester Airport,53.3537,-2.27495
GB,England,MHZ,EGUN,RAF Mildenhall,52.3619,0.486406
GB,England,MME,EGNV,Teesside International Airport,54.5092,-1.42941
GB,England,NCL,EGNT,Newcastle Airport,55.0375,-1.69167
GB,England,NHT,EGWU,RAF Northolt,51.553,-0.418167
GB,England,NQT,EGBN,Nottingham Airport,52.92,-1.07917
GB,England,NQY,EGHQ,Cornwall Airport Newquay,50.4406,-4.99541
GB,England,NWI,EGSH,Norwich International Airport,52.6758,1.28278
GB,England,ODH,EGVO,RAF Odiham,51.2341,-0.942825
GB,England,ORM,EGBK,Sywell Aerodrome,52.3053,-0.793056
GB,England,OXF,EGTK,Oxford Airport (London Oxford Airport),51.8369,-1.32
GB,England,QCY,EGXC,RAF Coningsby,53.093,-0.166014
GB,England,QFO,EGSU,Duxford Aerodrome,52.0908,0.131944
GB,England,QLA,EGHL,Lasham Airfield,51.1872,-1.03361
GB,England,QUG,EGHR,Chichester/Goodwood Airport,50.8594,-0.759167
GB,England,QUY,EGUY,RAF Wyton,52.3572,-0.107833
GB,England,RCS,EGTO,Rochester Airport,51.3519,0.503333
GB,England,SEN,EGMC,London Southend Airport,51.5703,0.693333
GB,England,SOU,EGHI,Southampton Airport,50.9503,-1.3568
GB,England,SQZ,EGXP,RAF Scampton,53.3078,-0.550833
GB,England,STN,EGSS,London Stansted Airport,51.885,0.235
GB,England,UPV,EGDJ,RAF Upavon,51.2862,-1.78202
GB,England,WTN,EGXW,RAF Waddington,53.1662,-0.523811
GB,England,YEO,EGDY,Royal Naval Air Station Yeovilton,51.0094,-2.63882
GB,Great Britain,GCI,EGJB,Guernsey Airport,49.4347,-2.60194
GB,Guernsey,ACI,EGJA,Alderney Airport,49.7067,-2.21444
GB,Kent,MSE,EGMH,Manston Airport,51.3422,1.34611
GB,Lancashire,WRT,EGNO,Warton Aerodrome,53.745,-2.88389
GB,Northern Ireland,BFS,EGAA,Belfast International Airport,54.6575,-6.21583
GB,Northern Ireland,BHD,EGAC,George Best Belfast City Airport,54.6181,-5.8725
GB,Northern Ireland,BOL,EGQB,Ballykelly Airfield (RAF Ballykelly),55.0544,-7.02
GB,Northern Ireland,ENK,EGAB,Enniskillen/St Angelo Airport,54.3989,-7.65167
GB,Northern Ireland,LDY,EGAE,City of Derry Airport,55.0428,-7.16111
GB,Rutland,OKH,EGXJ,RAF Cottesmore,52.7294,-0.651389
GB,Scotland,ABZ,EGPD,Aberdeen Airport,57.2019,-2.19778
GB,Scotland,ADX,EGQL,RAF Leuchars,56.3729,-2.86844
GB,Scotland,BEB,EGPL,Benbecula Airport,57.4811,-7.36278
GB,Scotland,BRR,EGPR,Barra Airport,57.0228,-7.44306
GB,Scotland,CAL,EGEC,Campbeltown Airport / RAF Machrihanish,55.4372,-5.68639
GB,Scotland,COL,,Coll Airport,56.6019,-6.61778
GB,Scotland,CSA,,Colonsay Airport,56.0575,-6.24306
GB,Scotland,DND,EGPN,Dundee Airport,56.4525,-3.02583
GB,Scotland,DOC,,Dornoch Airport,57.869,-4.023
GB,Scotland,EDI,EGPH,Edinburgh Airport,55.95,-3.3725
GB,Scotland,EOI,EGED,Eday Airport,59.1906,-2.77222
GB,Scotland,FIE,EGEF,Fair Isle Airport,59.5358,-1.62806
GB,Scotland,FOA,,Foula Airfield,60.1217,-2.0532
GB,Scotland,FSS,EGQK,RAF Kinloss,57.6494,-3.56064
GB,Scotland,GLA,EGPF,Glasgow Airport,55.8719,-4.43306
GB,Scotland,ILY,EGPI,Islay Airport (Glenegedale Airport),55.6819,-6.25667
GB,Scotland,INV,EGPE,Inverness Airport,57.5425,-4.0475
GB,Scotland,KOI,EGPA,Kirkwall Airport,58.9578,-2.905
GB,Scotland,LMO,EGQS,RAF Lossiemouth,57.7052,-3.33917
GB,Scotland,LSI,EGPB,Sumburgh Airport,59.8814,-1.29389
GB,Scotland,LWK,EGET,Tingwall Airport,60.1919,-1.24361
GB,Scotland,NDY,EGES,Sanday Airport,59.2503,-2.57667
GB,Scotland,NRL,EGEN,North Ronaldsay Airport,59.3675,-2.43444
GB,Scotland,OBN,EGEO,Oban Airport (North Connel Airport),56.4635,-5.39967
GB,Scotland,OUK,,Out Skerries Airport,60.4252,-0.75
GB,Scotland,PIK,EGPK,Glasgow Prestwick Airport,55.5094,-4.58667
GB,Scotland,PPW,EGEP,Papa Westray Airport,59.3517,-2.90028
GB,Scotland,PSL,EGPT,Perth Airport (Scone Airport),56.4392,-3.37222
GB,Scotland,PSV,,Papa Stour Airport,60.3217,-1.69306
GB,Scotland,SKL,EGEI,Broadford Airfield,57.2414,-5.90966
GB,Scotland,SOY,EGER,Stronsay Airport,59.1553,-2.64139
GB,Scotland,SYY,EGPO,Stornoway Airport,58.2156,-6.33111
GB,Scotland,TRE,EGPU,Tiree Airport,56.4992,-6.86917
GB,Scotland,UNT,EGPW,Baltasound Airport,60.7469,-0.854722
GB,Scotland,WHS,EGEH,Whalsay Airstrip,60.3775,-0.925556
GB,Scotland,WIC,EGPC,Wick Airport,58.4589,-3.09306
GB,Scotland,WRY,EGEW,Westray Airport,59.3503,-2.95
GB,South Gloucestershire,FZO,EGTG,Bristol Filton Airport,51.5194,-2.59361
GB,Wales,CEG,EGNR,Hawarden Airport (Chester Airport),53.1781,-2.97778
GB,Wales,CWL,EGFF,Cardiff Airport,51.3967,-3.34333
GB,Wales,HAW,EGFE,Haverfordwest Aerodrome,51.8331,-4.96111
GB,Wales,SWS,EGFH,Swansea Airport,51.6053,-4.06783
GB,Wales,VLY,EGOV,Anglesey Airport / RAF Valley,53.2481,-4.53534
GB,West Sussex,ESH,EGKA,Brighton City Airport,50.8356,-0.297222
GR,Anatoliki Makedonia kai Thraki,AXD,LGAL,Alexandroupoli Airport (Dimokritos Airport),40.8559,25.9563
GR,Anatoliki Makedonia kai Thraki,KVA,LGKV,Kavala International Airport (Alexander the Great Airport),40.9133,24.6192
GR,Attiki,ATH,LGAV,Athens International Airport (Eleftherios Venizelos Airport),37.9364,23.9445
GR,Attiki,KIT,LGKC,Kithira Island National Airport,36.2743,23.017
GR,Dytiki Ellada,AGQ,LGAG,Agrinion Airport,38.602,21.3512
GR,Dytiki Ellada,GPA,LGRX,Araxos Airport,38.1511,21.4256
GR,Dytiki Ellada,PYR,LGAD,Andravida Air Base,37.9207,21.2926
GR,Dytiki Makedonia,KSO,LGKA,Kastoria National Airport (Aristotelis Airport),40.4463,21.2822
GR,Dytiki Makedonia,KZI,LGKZ,Kozani National Airport (Filippos Airport),40.2861,21.8408
GR,Ionia Nisia,CFU,LGKR,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),39.6019,19.9117
GR,Ionia Nisia,EFL,LGKF,Kefalonia International Airport,38.1201,20.5005
GR,Ionia Nisia,PVK,LGPZ,Aktion National Airport,38.9255,20.7653
GR,Ionia Nisia,ZTH,LGZA,Zakynthos International Airport (Dionysios SolomosAirport),37.7509,20.8843
GR,Ipeiros,IOA,LGIO,Ioannina National Airport,39.6964,20.8225
GR,Kentriki Makedonia,SKG,LGTS,Thessaloniki Airport,40.5197,22.9709
GR,Kriti,CHQ,LGSA,Chania International Airport,35.5317,24.1497
GR,Kriti,HER,LGIR,Heraklion International Airport (Nikos Kazantzakis Airport),35.3397,25.1803
GR,Kriti,JSH,LGST,Sitia Public Airport,35.2161,26.1013
GR,Notio Aigaio,AOK,LGKP,Karpathos Island National Airport,35.4214,27.146
GR,Notio Aigaio,JKL,LGKY,Kalymnos Island National Airport,36.9633,26.9406
GR,Notio Aigaio,JMK,LGMK,Mykonos Island National Airport,37.4351,25.3481
GR,Notio Aigaio,JNX,LGNX,Naxos Island National Airport,37.0811,25.3681
GR,Notio Aigaio,JSY,LGSO,Syros Island National Airport,37.4228,24.9509
GR,Notio Aigaio,JTR,LGSR,Santorini (Thira) National Airport,36.3992,25.4793
GR,Notio Aigaio,JTY,LGPL,Astypalaia Island National Airport,36.5799,26.3758
GR,Notio Aigaio,KGS,LGKO,Kos Island International Airport,36.7933,27.0917
GR,Notio Aigaio,KSJ,LGKS,Kasos Island Public Airport,35.4214,26.91
GR,Notio Aigaio,KZS,LGKJ,Kastellorizo Island Public Airport,36.1417,29.5764
GR,Notio Aigaio,LRS,LGLE,Leros Municipal Airport,37.1849,26.8003
GR,Notio Aigaio,MLO,LGML,Milos Island National Airport,36.6969,24.4769
GR,Notio Aigaio,PAS,LGPA,Paros National Airport,37.0205,25.1132
GR,Notio Aigaio,RHO,LGRP,Rhodes International Airport,36.4054,28.0862
GR,Peloponnese,PKH,LGHL,Porto Cheli Airport,37.2988,23.149
GR,Peloponnisos,KLX,LGKL,Kalamata International Airport,37.0683,22.0255
GR,Peloponnisos,SPJ,LGSP,Sparti Airport,36.9739,22.5263
GR,Sterea Ellada,SKU,LGSY,Skyros Island National Airport,38.9676,24.4872
GR,Thessalia,JSI,LGSK,Skiathos Island National Airport,39.1771,23.5037
GR,Thessalia,LRA,LGLR,Larissa National Airport,39.6503,22.4655
GR,Thessalia,VOL,LGBL,Nea Anchialos National Airport,39.2196,22.7943
GR,Voreio Aigaio,JIK,LGIK,Ikaria Island National Airport,37.6827,26.3471
GR,Voreio Aigaio,JKH,LGHI,Chios Island National Airport,38.3432,26.1406
GR,Voreio Aigaio,LXS,LGLM,Lemnos International Airport,39.9171,25.2363
GR,Voreio Aigaio,MJT,LGMT,Mytilene International Airport,39.0567,26.5983
GR,Voreio Aigaio,SMI,LGSM,Samos International Airport,37.69,26.9117
HR,Dubrovacko-neretvanska zupanija,DBV,LDDU,Dubrovnik Airport,42.5614,18.2682
HR,Grad Zagreb,ZAG,LDZA,Zagreb Airport,45.7429,16.0688
HR,Istarska zupanija,PUY,LDPL,Pula Airport,44.8935,13.9222
HR,Osjecko-baranjska zupanija,OSI,LDOS,Osijek Airport,45.4627,18.8102
HR,Primorsko-goranska zupanija,LSZ,LDLO,Losinj Airport,44.5658,14.3931
HR,Primorsko-goranska zupanija,RJK,LDRI,Rijeka Airport,45.2169,14.5703
HR,Splitsko-dalmatinska zupanija,BWK,LDSB,Bol Airport (Brac Airport),43.2857,16.6797
HR,Splitsko-dalmatinska zupanija,SPU,LDSP,Split Airport,43.5389,16.298
HR,Zadarska zupanija,ZAD,LDZD,Zadar Airport,44.1083,15.3467
HU,Baranya,PEV,LHPP,Pecs-Pogany International Airport,45.9909,18.241
HU,Budapest,BUD,LHBP,Budapest Ferenc Liszt International Airport,47.4298,19.2611
HU,Gyor-Moson-Sopron,MCQ,LHMC,Miskolc Airport,48.1369,20.7914
HU,Hajdu-Bihar,DEB,LHDC,Debrecen International Airport,47.4889,21.6153
HU,Zala,SOB,LHSM,Heviz-Balaton Airport,46.6864,17.1591
IE,Clare,SNN,EINN,Shannon Airport,52.702,-8.92482
IE,Cork,BYT,EIBN,Bantry Aerodrome,51.6686,-9.48417
IE,Cork,ORK,EICK,Cork Airport,51.8413,-8.49111
IE,Donegal,CFN,EIDL,Donegal Airport,55.0442,-8.341
IE,Donegal,LTR,EILT,Letterkenny Airfield,54.9513,-7.67283
IE,Dublin,DUB,EIDW,Dublin Airport,53.4213,-6.27007
IE,Galway,GWY,EICM,Galway Airport,53.3002,-8.94159
IE,Galway,IIA,EIMN,Inishmaan Aerodrome,53.093,-9.56806
IE,Galway,INQ,EIIR,Inisheer Aerodrome,53.0647,-9.5109
IE,Galway,IOR,EIIM,Inishmore Aerodrome (Kilronan Airport),53.1067,-9.65361
IE,Galway,NNR,EICA,Connemara Airport,53.2303,-9.46778
IE,Kerry,KIR,EIKY,Kerry Airport (Farranfore Airport),52.1809,-9.52378
IE,Kilkenny,KKY,EIKK,Kilkenny Airport,52.6508,-7.29611
IE,Mayo,BLY,EIBT,Belmullet Aerodrome,54.2228,-10.0308
IE,Mayo,NOC,EIKN,Ireland West Airport Knock,53.9103,-8.81849
IE,Sligo,SXL,EISG,Sligo Airport,54.2802,-8.59921
IE,Waterford,WAT,EIWF,Waterford Airport,52.1872,-7.08696
IS,Austurland,BGJ,BIBF,Borgarfjorour Eystri Airport,65.5164,-13.805
IS,Austurland,DJU,BIDV,Djupivogur Airport,64.6442,-14.2828
IS,Austurland,HFN,BIHN,Hornafjorour Airport,64.2956,-15.2272
IS,Hofudborgarsvaedi,RKV,BIRK,Reykjavík Airport,64.13,-21.9406
IS,Nordurland eystra,AEY,BIAR,Akureyri Airport,65.66,-18.0727
IS,Nordurland eystra,BJD,BIBK,Bakkafjorour Airport,66.0219,-14.8244
IS,Nordurland eystra,BXV,BIBV,Breiodalsvik Airport,64.79,-14.0228
IS,Nordurland eystra,EGS,BIEG,Egilsstaoir Airport,65.2833,-14.4014
IS,Nordurland eystra,FAS,BIFF,Faskruosfjorour Airport,64.9317,-14.0606
IS,Nordurland eystra,GRY,BIGR,Grimsey Airport,66.5458,-18.0173
IS,Nordurland eystra,HZK,BIHU,Husavik Airport,65.9523,-17.426
IS,Nordurland eystra,MVA,BIRL,Myvatn Airport,65.6558,-16.9181
IS,Nordurland eystra,NOR,BINF,Norofjorour Airport,65.1319,-13.7464
IS,Nordurland eystra,OFJ,BIOF,Olafsfjorour Airport,66.0833,-18.6667
IS,Nordurland eystra,OPA,BIKP,Kopasker Airport,66.3108,-16.4667
IS,Nordurland eystra,RFN,BIRG,Raufarhofn Airport,66.4064,-15.9183
IS,Nordurland eystra,SIJ,BISI,Siglufjorour Airport,66.1333,-18.9167
IS,Nordurland eystra,THO,BITN,Thorshofn Airport,66.2185,-15.3356
IS,Nordurland eystra,VPN,BIVO,Vopnafjorour Airport,65.7206,-14.8506
IS,Nordurland vestra,BIU,BIBD,Bildudalur Airport,65.6413,-23.5462
IS,Nordurland vestra,BLO,BIBL,Blonduos Airport,65.645,-20.2875
IS,Nordurland vestra,OLI,BIRF,Rif Airport,64.9114,-23.8231
IS,Nordurland vestra,PFJ,BIPA,Patreksfjorour Airport,65.5558,-23.965
IS,Nordurland vestra,SAK,BIKR,Sauoarkrokur Airport,65.7317,-19.5728
IS,Sudurland,FAG,BIFM,Fagurholsmyri Airport,63.8747,-16.6411
IS,Sudurland,VEY,BIVM,Vestmannaeyjar Airport,63.4243,-20.2789
IS,Sudurnes,KEF,BIKF,Keflavík International Airport,63.985,-22.6056
IS,Vestfirdir,FLI,,Holt Airport,66.0142,-23.4417
IS,Vestfirdir,GJR,BIGJ,Gjogur Airport,65.9953,-21.3269
IS,Vestfirdir,HVK,BIHK,Holmavik Airport,65.7047,-21.6964
IS,Vestfirdir,IFJ,BIIS,Isafjorour Airport,66.0581,-23.1353
IS,Vestfirdir,RHA,BIRE,Reykholar Airport,65.4526,-22.2061
IS,Vestfirdir,TEY,BITE,Thingeyri Airport,65.8703,-23.56
IS,Vesturland,GUU,BIGF,Grundarfjorour Airport,64.9914,-23.2247
IS,Vesturland,SYK,BIST,Stykkisholmur Airport,65.0581,-22.7942
IT,Abruzzo,PSR,LIBP,Abruzzo Airport,42.4317,14.1811
IT,Abruzzo,QAQ,LIAP,L'Aquila-Preturo Airport,42.3799,13.3092
IT,Calabria,CRV,LIBC,Crotone Airport (Sant'Anna Airport),38.9972,17.0802
IT,Calabria,REG,LICR,Reggio di Calabria Airport,38.0712,15.6516
IT,Calabria,SUF,LICA,Lamezia Terme International Airport,38.9054,16.2423
IT,Campania,NAP,LIRN,Naples International Airport,40.886,14.2908
IT,Campania,QSR,LIRI,Salerno Costa d'Amalfi Airport (Pontecagnano Airport),40.6204,14.9113
IT,Emilia-Romagna,BLQ,LIPE,Bologna Guglielmo Marconi Airport,44.5354,11.2887
IT,Emilia-Romagna,FRL,LIPK,Forli International Airport (Luigi Ridolfi Airport),44.1948,12.0701
IT,Emilia-Romagna,RAN,LIDR,Ravenna Airport,44.3639,12.225
IT,Emilia-Romagna,RMI,LIPR,Federico Fellini International Airport,44.0203,12.6117
IT,Friuli-Venezia Giulia,AVB,LIPA,Aviano Air Base,46.0319,12.5965
IT,Friuli-Venezia Giulia,TRS,LIPQ,Trieste - Friuli Venezia Giulia Airport,45.8275,13.4722
IT,Friuli-Venezia Giulia,UDN,LIPD,Campoformido Airport,46.0322,13.1868
IT,Lazio,FCO,LIRF,Rome–Fiumicino International Airport,41.8003,12.2389
IT,Liguria,ALL,LIMG,Albenga Airport,44.0506,8.12743
IT,Liguria,GOA,LIMJ,Genoa Cristoforo Colombo Airport,44.4133,8.8375
IT,Lombardia,LIN,LIML,Milan-Linate Airport,45.4494,9.2783
IT,Lombardia,MXP,LIMC,Milan-Malpensa Airport,45.6306,8.72811
IT,Lombardia,VBS,LIPO,Brescia Airport (Gabriele D'Annunzio Airport),45.4289,10.3306
IT,Marche,AOI,LIPY,Ancona Falconara Airport,43.6163,13.3623
IT,Piemonte,CUF,LIMZ,Cuneo International Airport,44.547,7.62322
IT,Piemonte,TRN,LIMF,Turin Airport (Caselle Airport),45.2008,7.64963
IT,Puglia,BDS,LIBR,Brindisi - Salento Airport,40.6576,17.947
IT,Puglia,BRI,LIBD,Bari Karol Wojtyla Airport,41.1389,16.7606
IT,Puglia,FOG,LIBF,Foggia Gino Lisa Airport,41.4329,15.535
IT,Puglia,LCC,LIBN,Galatina Air Base,40.2392,18.1333
IT,Puglia,TAR,LIBG,Taranto-Grottaglie Airport,40.5175,17.4032
IT,Sardegna,AHO,LIEA,Alghero-Fertilia Airport,40.6321,8.29077
IT,Sardegna,CAG,LIEE,Cagliari Elmas Airport,39.2515,9.05428
IT,Sardegna,DCI,LIED,Decimomannu Air Base,39.3542,8.97248
IT,Sardegna,FNU,LIER,Oristano-Fenosu Airport,39.8953,8.64266
IT,Sardegna,OLB,LIEO,Olbia Costa Smeralda Airport,40.8987,9.51763
IT,Sardegna,TTB,LIET,Tortoli Airport (Arbatax Airport),39.9188,9.68298
IT,Sicilia,CIY,LICB,Comiso Airport,36.9946,14.6072
IT,Sicilia,CTA,LICC,Catania-Fontanarossa Airport,37.4668,15.0664
IT,Sicilia,LMP,LICD,Lampedusa Airport,35.4979,12.6181
IT,Sicilia,NSY,LICZ,Naval Air Station Sigonella,37.4017,14.9224
IT,Sicilia,PMO,LICJ,Falcone-Borsellino Airport (Punta Raisi Airport),38.176,13.091
IT,Sicilia,PNL,LICG,Pantelleria Airport,36.8165,11.9689
IT,Sicilia,TPS,LICT,Vincenzo Florio Airport,37.9114,12.488
IT,Toscana,EBA,LIRJ,Marina di Campo Airport,42.7603,10.2394
IT,Toscana,FLR,LIRQ,Florence Airport,43.81,11.2051
IT,Toscana,GRS,LIRS,Grosseto Airport,42.7597,11.0719
IT,Toscana,LCV,LIQL,Lucca-Tassignano Airport,43.8258,10.5779
IT,Toscana,PSA,LIRP,Pisa International Airport (Galileo Galilei Airport),43.6839,10.3927
IT,Toscana,SAY,LIQS,Siena-Ampugnano Airport,43.2563,11.255
IT,Trentino-Alto Adige,BZO,LIPB,Bolzano Airport,46.4602,11.3264
IT,Umbria,PEG,LIRZ,Perugia San Francesco d'Assisi - Umbria International Airport,43.0959,12.5132
IT,Valle d'Aosta,AOT,LIMW,Aosta Valley Airport,45.7385,7.36872
IT,Veneto,BLX,LIDB,Belluno Airport,46.1665,12.2504
IT,Veneto,TSF,LIPH,Treviso-Sant'Angelo Airport,45.6484,12.1944
IT,Veneto,VCE,LIPZ,Venice Marco Polo Airport,45.5053,12.3519
